time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
9.127714,-0.0942,-0.1600,0.0152,0.186
9.152497,-0.1334,-0.1701,-0.0239,0.217
9.167873,-0.1263,-0.2015,-0.0243,0.239
9.188387,-0.1032,-0.2382,-0.0412,0.263
9.209331,-0.0517,-0.1902,0.0101,0.197
9.229444,0.0140,-0.1759,-0.0516,0.184
9.249802,-0.0460,-0.2453,-0.1136,0.274
9.269971,-0.0753,-0.2295,-0.0098,0.242
9.289908,-0.0490,-0.1739,-0.0007,0.181
9.310449,-0.1001,-0.1671,-0.0218,0.196
9.329984,-0.1031,-0.2087,-0.0798,0.246
9.350673,-0.1141,-0.2279,-0.0366,0.257
9.370990,-0.0560,-0.2249,-0.0205,0.233
9.390983,-0.0600,-0.2126,-0.0355,0.224
9.410937,-0.0678,-0.1864,-0.0259,0.200
9.431766,-0.1062,-0.1983,-0.0244,0.226
9.462408,-0.0709,-0.1981,0.0044,0.210
9.474519,-0.1183,-0.1603,-0.0365,0.202
9.492084,-0.0892,-0.1745,-0.0221,0.197
9.512576,-0.0921,-0.1938,-0.0619,0.223
9.532713,-0.0841,-0.1991,-0.0082,0.216
9.557608,-0.0803,-0.1896,-0.0723,0.218
9.573360,-0.0532,-0.1978,-0.0536,0.212
9.592729,-0.0978,-0.1736,-0.0266,0.201
9.613329,-0.1107,-0.1985,0.0020,0.227
9.633376,-0.0748,-0.2252,0.0610,0.245
9.662119,0.0010,-0.2319,-0.0034,0.232
9.675051,0.0049,-0.2005,-0.1054,0.227
9.693650,-0.0562,-0.1862,-0.0620,0.204
9.714291,-0.0408,-0.1381,-0.0323,0.148
9.734722,-0.0850,-0.2262,-0.0576,0.248
9.757531,-0.0773,-0.2294,-0.0357,0.245
9.774905,-0.0946,-0.2124,-0.0429,0.236
9.795686,-0.0980,-0.2076,-0.0213,0.231
9.815224,-0.1186,-0.1840,-0.0132,0.219
9.835846,-0.1519,-0.1967,-0.0104,0.249
9.861886,-0.1090,-0.2100,-0.0532,0.243
9.876645,-0.0059,-0.1261,-0.0235,0.128
9.896022,-0.0028,-0.2145,0.0218,0.216
9.916201,-0.0718,-0.2308,-0.0420,0.245
9.936746,-0.0879,-0.2361,-0.0282,0.254
9.959993,-0.0746,-0.2073,-0.0107,0.221
9.977113,-0.0584,-0.1687,-0.0575,0.188
9.997158,-0.0536,-0.1906,-0.0728,0.211
10.017319,-0.0318,-0.2364,-0.0083,0.239
10.037528,-0.0558,-0.2160,-0.0312,0.225
10.058183,-0.1236,-0.2022,-0.0141,0.237
10.078008,-0.1649,-0.1766,-0.0362,0.244
10.098169,-0.0780,-0.1744,-0.0287,0.193
10.118922,-0.0999,-0.2759,-0.0063,0.293
10.138453,-0.0170,-0.1821,-0.0133,0.183
10.163508,-0.1196,-0.1600,-0.0525,0.207
10.179410,-0.1174,-0.2345,-0.0459,0.266
10.199761,-0.0394,-0.2399,-0.0361,0.246
10.220251,-0.0380,-0.2157,0.0053,0.219
10.240621,-0.0346,-0.1860,-0.0281,0.191
10.272649,-0.0736,-0.2269,-0.0559,0.245
10.284072,-0.0428,-0.1669,-0.0165,0.173
10.301206,-0.0428,-0.2713,0.0320,0.276
10.321460,-0.0080,-0.1719,-0.0213,0.173
10.341610,-0.0791,-0.2455,0.0002,0.258
10.370918,-0.0062,-0.1918,-0.0427,0.197
10.381692,-0.0488,-0.1300,0.0016,0.139
10.402072,-0.1867,-0.1554,-0.1123,0.268
10.422098,-0.1894,-0.1949,-0.1000,0.290
10.442653,-0.1258,-0.1750,-0.0220,0.217
10.471467,-0.0944,-0.2492,0.0364,0.269
10.483556,-0.0864,-0.2201,-0.0204,0.237
